53;22/1/2004;Suelo;Alquiler;Tarragona;158;1438748;17/10/2004;Carmen
54;22/1/2004;Suelo;Alquiler;Barcelona;71;686996;30/5/2004;Luisa
55;22/1/2004;Local;Venta;Girona;127;983234;9/7/2004;Carmen
56;23/1/2004;Piso;Venta;Lleida;54;239220;1/5/2004;María
57;23/1/2004;Oficina;Alquiler;Lleida;54;512730;4/7/2004;Carmen
58;24/1/2004;Local;Alquiler;Girona;274;2287626;21/12/2004;María
59;24/1/2004;Industrial;Venta;Tarragona;166;1373816;19/11/2004;Joaquín
60;24/1/2004;Oficina;Alquiler;Lleida;270;1920240;28/6/2004;Jesús
61;24/1/2004;Casa;Venta;Tarragona;120;1140840;12/9/2004;Carmen
62;24/1/2004;Industrial;Venta;Tarragona;178;1142938;23/1/2005;Joaquín
63;25/1/2004;Piso;Venta;Barcelona;144;738144;6/9/2004;Luisa
64;26/1/2004;Industrial;Venta;Lleida;57;509010;13/10/2004;María
65;26/1/2004;Oficina;Venta;Tarragona;144;1436832;26/5/2004;Luisa
66;27/1/2004;Suelo;Venta;Lleida;272;2119424;24/12/2004;Pedro
67;27/1/2004;Industrial;Alquiler;Barcelona;219;948927;15/10/2004;Jesús
68;27/1/2004;Local;Alquiler;Barcelona;68;376992;28/6/2004;Luisa
69;27/1/2004;Local;Venta;Girona;248;2212408;9/10/2004;María
70;28/1/2004;Casa;Alquiler;Tarragona;179;1647695;12/7/2004;María
71;28/1/2004;Casa;Venta;Girona;235;1939925;1/11/2004;Carmen
72;28/1/2004;Suelo;Venta;Tarragona;216;1478952;15/10/2004;Carmen
73;28/1/2004;Parking;Alquiler;Barcelona;62;320044;4/9/2004;Joaquín
74;29/1/2004;Industrial;Venta;Girona;229;1098055;22/10/2004;Joaquín
75;29/1/2004;Suelo;Venta;Tarragona;41;187862;14/8/2004;Jesús
76;29/1/2004;Suelo;Alquiler;Tarragona;234;1757106;28/12/2004;Pedro
77;30/1/2004;Industrial;Alquiler;Tarragona;112;1104992;25/6/2004;Pedro
78;31/1/2004;Piso;Venta;Lleida;87;448485;4/10/2004;María
79;31/1/2004;Parking;Venta;Barcelona;298;2520484;27/11/2004;Carmen
80;31/1/2004;Parking;Alquiler;Barcelona;217;1339107;5/10/2004;Carmen
81;1/2/2004;Industrial;Alquiler;Barcelona;236;1812244;17/11/2004;Pedro
82;2/2/2004;Parking;Venta;Girona;117;1069731;14/9/2004;Pedro
83;2/2/2004;Suelo;Venta;Lleida;56;471072;29/5/2004;María
84;2/2/2004;Piso;Venta;Barcelona;94;470940;28/7/2004;Carmen
85;2/2/2004;Local;Alquiler;Barcelona;127;925322;3/6/2004;Joaquín
86;3/2/2004;Piso;Venta;Girona;275;2141700;8/1/2005;Jesús
87;3/2/2004;Industrial;Alquiler;Barcelona;93;778875;12/5/2004;Luisa
88;3/2/2004;Parking;Alquiler;Tarragona;58;421196;10/10/2004;Pedro
89;4/2/2004;Local;Alquiler;Barcelona;49;219716;27/9/2004;Jesús
90;4/2/2004;Suelo;Venta;Girona;292;2685816;24/7/2004;Pedro
91;4/2/2004;Industrial;Alquiler;Barcelona;123;723609;16/12/2004;Joaquín
92;5/2/2004;Piso;Alquiler;Barcelona;48;388032;6/5/2004;Jesús
93;5/2/2004;Industrial;Alquiler;Tarragona;132;922020;23/10/2004;Joaquín
94;6/2/2004;Industrial;Alquiler;Barcelona;177;965358;8/6/2004;Luisa
95;6/2/2004;Local;Venta;Barcelona;68;663816;23/5/2004;Joaquín
96;7/2/2004;Industrial;Alquiler;Tarragona;103;728931;5/2/2005;Jesús
97;7/2/2004;Suelo;Venta;Tarragona;96;625536;7/11/2004;Jesús
98;7/2/2004;Casa;Venta;Lleida;227;1467782;1/2/2005;Carmen
99;7/2/2004;Industrial;Alquiler;Girona;251;2067236;22/12/2004;María
100;8/2/2004;Local;Alquiler;Tarragona;125;531375;23/6/2004;Jesús
101;8/2/2004;Suelo;Alquiler;Girona;162;710694;27/9/2004;María
102;8/2/2004;Local;Venta;Barcelona;45;438435;23/5/2004;Luisa
103;8/2/2004;Casa;Alquiler;Girona;258;1188090;19/7/2004;María
104;9/2/2004;Oficina;Venta;Tarragona;104;699400;14/7/2004;Luisa
105;10/2/2004;Piso;Alquiler;Girona;238;1854496;2/2/2005;Luisa
106;10/2/2004;Piso;Alquiler;Lleida;300;2105700;26/1/2005;Pedro
107;10/2/2004;Suelo;Alquiler;Girona;222;1791318;13/12/2004;Jesús
108;12/2/2004;Suelo;Alquiler;Tarragona;187;1782297;20/12/2004;Joaquín
109;12/2/2004;Suelo;Alquiler;Barcelona;300;1528200;9/8/2004;Pedro
110;12/2/2004;Parking;Venta;Barcelona;206;1587642;20/12/2004;Luisa
111;13/2/2004;Suelo;Alquiler;Tarragona;162;954666;25/11/2004;Joaquín
112;13/2/2004;Local;Alquiler;Lleida;160;1064800;22/9/2004;Pedro
113;13/2/2004;Suelo;Alquiler;Barcelona;89;887241;2/1/2005;Luisa
114;14/2/2004;Suelo;Venta;Girona;103;806799;11/1/2005;Joaquín
115;14/2/2004;Industrial;Venta;Tarragona;54;438750;15/8/2004;Carmen
116;15/2/2004;Parking;Venta;Girona;103;973659;4/1/2005;Jesús
117;15/2/2004;Oficina;Venta;Girona;274;1724008;26/9/2004;Joaquín
118;15/2/2004;Oficina;Venta;Girona;253;2047276;10/9/2004;Luisa
119;16/2/2004;Parking;Venta;Lleida;51;307989;6/7/2004;Pedro
120;16/2/2004;Piso;Venta;Tarragona;174;973878;13/12/2004;Jesús
121;17/2/2004;Parking;Venta;Barcelona;152;688864;6/12/2004;Jesús
122;17/2/2004;Casa;Alquiler;Barcelona;270;1385910;5/2/2005;Pedro
123;17/2/2004;Local;Alquiler;Girona;179;1461356;30/7/2004;Pedro
124;18/2/2004;Suelo;Alquiler;Tarragona;212;926228;5/9/2004;Joaquín
125;19/2/2004;Industrial;Venta;Girona;118;1067192;25/8/2004;Carmen
126;19/2/2004;Industrial;Venta;Tarragona;194;1373132;31/8/2004;María
127;20/2/2004;Industrial;Venta;Barcelona;139;1087119;29/5/2004;Jesús
128;20/2/2004;Casa;Venta;Tarragona;130;1230190;4/1/2005;Luisa
129;21/2/2004;Parking;Alquiler;Lleida;206;1363926;8/1/2005;Carmen
130;21/2/2004;Oficina;Venta;Tarragona;216;1389096;23/11/2004;Luisa
131;21/2/2004;Local;Venta;Lleida;55;477345;4/9/2004;Carmen
132;21/2/2004;Oficina;Venta;Tarragona;190;1268630;4/12/2004;Jesús
133;22/2/2004;Suelo;Alquiler;Tarragona;62;391964;14/11/2004;Pedro
134;22/2/2004;Oficina;Alquiler;Tarragona;275;1765225;20/2/2005;Joaquín
135;22/2/2004;Local;Venta;Lleida;45;229455;5/10/2004;Jesús
136;23/2/2004;Oficina;Alquiler;Lleida;105;624435;24/6/2004;Joaquín
137;23/2/2004;Casa;Venta;Barcelona;119;686154;19/1/2005;Pedro
138;24/2/2004;Industrial;Venta;Girona;88;678480;28/12/2004;Luisa
139;26/2/2004;Local;Alquiler;Tarragona;63;533925;22/9/2004;Joaquín
140;26/2/2004;Piso;Venta;Barcelona;222;1076034;2/6/2004;María
141;27/2/2004;Suelo;Venta;Barcelona;47;455477;31/12/2004;Joaquín
142;27/2/2004;Oficina;Venta;Tarragona;123;1128156;23/9/2004;Pedro
143;27/2/2004;Oficina;Alquiler;Tarragona;134;1310520;28/12/2004;María
144;28/2/2004;Parking;Alquiler;Barcelona;121;782870;19/11/2004;Pedro
145;28/2/2004;Piso;Venta;Girona;50;315550;14/10/2004;Pedro
146;28/2/2004;Parking;Venta;Girona;274;2028970;20/8/2004;Luisa
147;28/2/2004;Parking;Alquiler;Barcelona;76;734388;28/5/2004;Joaquín
148;28/2/2004;Local;Venta;Barcelona;109;779241;30/5/2004;María
149;29/2/2004;Piso;Venta;Lleida;249;1492506;12/2/2005;Luisa
150;1/3/2004;Casa;Alquiler;Lleida;212;1800516;19/12/2004;Jesús
151;1/3/2004;Oficina;Alquiler;Lleida;128;1259904;2/10/2004;Luisa
152;2/3/2004;Oficina;Venta;Tarragona;172;1063648;13/2/2005;María
153;2/3/2004;Piso;Venta;Lleida;68;434656;13/7/2004;María
154;2/3/2004;Industrial;Alquiler;Lleida;52;508924;3/9/2004;Pedro
155;3/3/2004;Suelo;Alquiler;Girona;185;1403595;2/10/2004;Pedro
156;3/3/2004;Casa;Venta;Girona;284;1561432;1/7/2004;Pedro
157;3/3/2004;Oficina;Venta;Tarragona;202;1891932;2/10/2004;María
158;3/3/2004;Casa;Alquiler;Lleida;100;731700;10/10/2004;Luisa
159;4/3/2004;Local;Venta;Lleida;106;563178;1/8/2004;Pedro
160;4/3/2004;Casa;Venta;Tarragona;211;875228;23/7/2004;María
161;4/3/2004;Suelo;Venta;Tarragona;165;1305480;29/7/2004;Jesús
162;5/3/2004;Piso;Alquiler;Lleida;251;1361675;16/8/2004;Jesús
163;5/3/2004;Local;Venta;Tarragona;266;1161090;23/11/2004;Carmen
164;5/3/2004;Oficina;Alquiler;Girona;287;1395681;13/9/2004;Carmen
165;5/3/2004;Industrial;Venta;Tarragona;104;1001104;11/10/2004;Luisa
166;6/3/2004;Oficina;Venta;Tarragona;250;2275500;29/7/2004;Luisa
167;6/3/2004;Parking;Venta;Girona;169;1370759;14/1/2005;Luisa
168;6/3/2004;Suelo;Venta;Lleida;221;1842035;15/10/2004;Joaquín
169;7/3/2004;Industrial;Alquiler;Barcelona;286;2080078;14/7/2004;Jesús
170;8/3/2004;Suelo;Alquiler;Lleida;73;597286;20/2/2005;Joaquín
171;8/3/2004;Suelo;Venta;Girona;144;1358640;13/11/2004;Joaquín
172;8/3/2004;Piso;Alquiler;Tarragona;108;558252;19/10/2004;María
173;9/3/2004;Oficina;Venta;Girona;268;2400476;8/3/2005;Joaquín
174;9/3/2004;Piso;Alquiler;Lleida;143;1131416;25/8/2004;Joaquín
175;10/3/2004;Local;Venta;Barcelona;52;416936;25/8/2004;Carmen
176;10/3/2004;Industrial;Alquiler;Lleida;193;1658835;30/8/2004;Jesús
177;11/3/2004;Suelo;Venta;Tarragona;148;1431012;1/9/2004;Jesús
178;11/3/2004;Local;Venta;Tarragona;118;513300;26/10/2004;María
179;12/3/2004;Industrial;Venta;Barcelona;156;848328;27/2/2005;Jesús
180;12/3/2004;Suelo;Alquiler;Tarragona;201;1874928;21/6/2004;Jesús
181;12/3/2004;Oficina;Venta;Tarragona;42;367584;11/8/2004;Joaquín
182;13/3/2004;Local;Alquiler;Tarragona;162;1323054;25/8/2004;Joaquín
183;14/3/2004;Local;Alquiler;Girona;231;1446522;2/9/2004;Carmen
184;14/3/2004;Suelo;Venta;Tarragona;273;1447992;24/10/2004;Pedro
185;15/3/2004;Industrial;Venta;Barcelona;265;2109930;27/8/2004;María
186;16/3/2004;Casa;Alquiler;Girona;87;779868;23/10/2004;Jesús
187;16/3/2004;Local;Alquiler;Barcelona;95;919030;10/12/2004;María
188;16/3/2004;Casa;Venta;Lleida;63;537264;8/2/2005;Carmen
189;17/3/2004;Parking;Venta;Girona;160;1261600;25/10/2004;Jesús
190;17/3/2004;Parking;Alquiler;Lleida;95;448210;25/10/2004;Pedro
191;18/3/2004;Suelo;Alquiler;Tarragona;71;431325;23/7/2004;Carmen
192;18/3/2004;Local;Venta;Girona;56;553616;9/3/2005;Pedro
193;18/3/2004;Suelo;Venta;Tarragona;59;453651;7/10/2004;María
194;19/3/2004;Local;Alquiler;Girona;117;986895;14/9/2004;Pedro
195;19/3/2004;Piso;Venta;Girona;62;250852;21/7/2004;Carmen
196;20/3/2004;Piso;Alquiler;Barcelona;281;1336717;10/11/2004;Carmen
197;20/3/2004;Piso;Venta;Tarragona;87;519738;13/1/2005;Carmen
198;21/3/2004;Oficina;Alquiler;Girona;174;720882;14/8/2004;Pedro
199;21/3/2004;Oficina;Venta;Lleida;177;842343;10/3/2005;María
200;22/3/2004;Parking;Venta;Tarragona;281;2108343;26/9/2004;Pedro
201;22/3/2004;Parking;Venta;Girona;247;1050985;9/11/2004;Pedro
202;22/3/2004;Piso;Alquiler;Girona;52;298272;13/8/2004;María
203;22/3/2004;Local;Alquiler;Girona;169;902798;16/7/2004;Luisa
204;23/3/2004;Local;Alquiler;Barcelona;106;692180;9/11/2004;Luisa
205;23/3/2004;Local;Venta;Girona;274;2002392;4/12/2004;Luisa
206;23/3/2004;Piso;Alquiler;Lleida;250;2253500;21/2/2005;Joaquín
207;23/3/2004;Piso;Alquiler;Lleida;134;1338124;19/8/2004;Luisa
208;23/3/2004;Casa;Venta;Lleida;156;1369680;27/9/2004;Pedro
209;24/3/2004;Parking;Venta;Lleida;167;1643948;21/9/2004;María
210;24/3/2004;Oficina;Alquiler;Lleida;206;1297594;3/3/2005;Carmen
211;25/3/2004;Parking;Alquiler;Barcelona;269;2134246;11/8/2004;Carmen
212;25/3/2004;Casa;Alquiler;Barcelona;63;492156;25/10/2004;Carmen
213;26/3/2004;Suelo;Alquiler;Lleida;223;1932518;19/1/2005;Pedro
214;26/3/2004;Industrial;Venta;Girona;163;1385011;26/8/2004;Carmen
215;27/3/2004;Parking;Alquiler;Girona;214;1219158;13/7/2004;Pedro
216;27/3/2004;Industrial;Venta;Tarragona;263;1494892;2/2/2005;María
217;28/3/2004;Industrial;Alquiler;Lleida;216;1398600;3/11/2004;Luisa
218;29/3/2004;Suelo;Alquiler;Tarragona;65;461435;31/12/2004;Carmen
219;29/3/2004;Industrial;Alquiler;Girona;46;351256;28/3/2005;Luisa
220;30/3/2004;Industrial;Alquiler;Lleida;209;1042283;17/9/2004;Jesús
221;30/3/2004;Casa;Alquiler;Barcelona;56;474600;27/8/2004;Pedro
222;30/3/2004;Local;Alquiler;Girona;82;420660;2/10/2004;María
223;31/3/2004;Suelo;Alquiler;Girona;62;489924;9/9/2004;Luisa
224;31/3/2004;Oficina;Venta;Tarragona;192;1032000;21/8/2004;Luisa
225;1/4/2004;Parking;Alquiler;Barcelona;152;1069320;15/12/2004;Jesús
226;1/4/2004;Local;Alquiler;Tarragona;182;1133132;29/8/2004;Joaquín
227;1/4/2004;Casa;Venta;Lleida;179;1670965;9/9/2004;Luisa
228;1/4/2004;Local;Venta;Girona;211;2010619;12/11/2004;Jesús
229;1/4/2004;Oficina;Venta;Tarragona;117;739206;25/1/2005;Carmen
230;2/4/2004;Oficina;Alquiler;Tarragona;186;1382166;1/3/2005;Pedro
231;3/4/2004;Local;Alquiler;Barcelona;143;665951;18/2/2005;Pedro
232;3/4/2004;Oficina;Venta;Tarragona;212;1479548;3/11/2004;María
233;3/4/2004;Local;Alquiler;Girona;246;1362348;5/10/2004;Joaquín
234;3/4/2004;Suelo;Venta;Girona;230;1722700;26/3/2005;Carmen
235;3/4/2004;Suelo;Venta;Lleida;126;848358;2/11/2004;Pedro
236;3/4/2004;Industrial;Venta;Girona;226;2104286;26/8/2004;Carmen
237;5/4/2004;Piso;Venta;Tarragona;262;1748850;7/10/2004;Pedro
238;5/4/2004;Casa;Alquiler;Barcelona;170;995520;1/2/2005;Jesús
239;5/4/2004;Piso;Alquiler;Lleida;268;2338032;2/1/2005;Pedro
240;6/4/2004;Parking;Venta;Barcelona;164;1298716;3/12/2004;Luisa
241;6/4/2004;Local;Venta;Lleida;260;2038660;26/7/2004;Carmen
242;7/4/2004;Suelo;Venta;Barcelona;69;656535;16/8/2004;Jesús
243;7/4/2004;Local;Venta;Lleida;298;1870546;31/3/2005;Luisa
244;7/4/2004;Local;Alquiler;Tarragona;284;1431076;22/12/2004;María
245;8/4/2004;Casa;Venta;Barcelona;239;1176597;7/7/2004;Joaquín
246;9/4/2004;Local;Venta;Girona;287;1936102;8/4/2005;Jesús
247;9/4/2004;Industrial;Alquiler;Barcelona;159;1582527;9/12/2004;Jesús
248;9/4/2004;Suelo;Alquiler;Girona;136;873120;26/12/2004;Pedro
249;9/4/2004;Industrial;Venta;Tarragona;223;2026401;13/12/2004;Joaquín
250;9/4/2004;Piso;Alquiler;Lleida;175;747075;1/2/2005;Pedro
251;9/4/2004;Suelo;Venta;Lleida;124;1130632;22/1/2005;Pedro
252;9/4/2004;Parking;Alquiler;Lleida;168;1622040;15/10/2004;María
253;10/4/2004;Parking;Venta;Tarragona;106;567206;8/8/2004;María
254;10/4/2004;Piso;Venta;Girona;67;379689;29/10/2004;Pedro
255;10/4/2004;Local;Alquiler;Barcelona;49;424536;4/3/2005;Pedro
256;10/4/2004;Industrial;Venta;Girona;238;1620304;5/10/2004;Carmen
257;11/4/2004;Suelo;Alquiler;Lleida;261;1220697;9/2/2005;Carmen
258;11/4/2004;Suelo;Alquiler;Barcelona;242;1099648;13/2/2005;María
259;11/4/2004;Parking;Venta;Tarragona;138;1183212;26/2/2005;Luisa
260;12/4/2004;Piso;Alquiler;Tarragona;258;1750014;9/12/2004;Luisa
261;12/4/2004;Casa;Alquiler;Lleida;201;1107108;7/4/2005;Joaquín
262;12/4/2004;Casa;Alquiler;Barcelona;181;1449629;14/9/2004;Luisa
263;13/4/2004;Oficina;Alquiler;Barcelona;244;1006988;6/8/2004;María
264;14/4/2004;Parking;Alquiler;Tarragona;258;1770912;2/3/2005;Jesús
265;14/4/2004;Parking;Venta;Barcelona;105;927255;21/11/2004;Luisa
266;14/4/2004;Parking;Alquiler;Tarragona;216;1125792;16/9/2004;Jesús
267;14/4/2004;Casa;Venta;Girona;204;1291116;27/9/2004;Carmen
268;15/4/2004;Industrial;Alquiler;Girona;150;968250;15/2/2005;María
269;15/4/2004;Parking;Venta;Lleida;52;446888;1/9/2004;María
270;15/4/2004;Parking;Alquiler;Tarragona;223;1342906;31/10/2004;Joaquín
271;15/4/2004;Local;Alquiler;Lleida;237;1093281;2/1/2005;Jesús
272;15/4/2004;Suelo;Venta;Lleida;270;2409210;3/9/2004;Carmen
273;15/4/2004;Piso;Alquiler;Lleida;120;722880;14/2/2005;Joaquín
274;15/4/2004;Piso;Alquiler;Lleida;113;1102880;17/3/2005;Jesús
275;16/4/2004;Local;Alquiler;Girona;193;1079449;20/11/2004;Pedro
276;17/4/2004;Oficina;Alquiler;Girona;110;1039500;17/11/2004;Pedro
277;17/4/2004;Parking;Venta;Barcelona;209;2038586;6/1/2005;Jesús
278;17/4/2004;Suelo;Alquiler;Girona;125;853750;25/8/2004;Carmen
279;18/4/2004;Suelo;Venta;Girona;244;1414956;26/2/2005;María
280;18/4/2004;Oficina;Venta;Barcelona;154;881804;25/8/2004;Pedro
281;18/4/2004;Oficina;Venta;Girona;258;1081278;13/4/2005;Carmen
282;18/4/2004;Casa;Venta;Girona;285;2534505;28/12/2004;Jesús
283;18/4/2004;Oficina;Alquiler;Tarragona;137;1336298;27/11/2004;Pedro
284;19/4/2004;Suelo;Alquiler;Girona;262;2404898;20/10/2004;Luisa
285;19/4/2004;Industrial;Alquiler;Tarragona;143;712712;10/1/2005;Jesús
286;19/4/2004;Industrial;Venta;Barcelona;65;523770;24/1/2005;Jesús
287;19/4/2004;Industrial;Alquiler;Barcelona;225;1360800;22/7/2004;Jesús
288;19/4/2004;Casa;Alquiler;Lleida;177;924294;19/1/2005;Luisa
289;20/4/2004;Suelo;Venta;Lleida;163;895359;17/2/2005;Pedro
290;20/4/2004;Oficina;Alquiler;Girona;227;1437818;27/3/2005;Jesús
291;21/4/2004;Casa;Alquiler;Tarragona;295;1877675;11/9/2004;Pedro
292;21/4/2004;Parking;Venta;Barcelona;54;258444;8/3/2005;Pedro
293;22/4/2004;Parking;Venta;Girona;82;430418;9/2/2005;Luisa
294;22/4/2004;Oficina;Venta;Girona;86;589960;18/3/2005;Carmen
295;22/4/2004;Oficina;Venta;Girona;133;786695;21/11/2004;Luisa
296;22/4/2004;Parking;Alquiler;Barcelona;235;1773780;28/3/2005;Pedro
297;23/4/2004;Suelo;Alquiler;Girona;288;2699136;28/7/2004;Pedro
298;23/4/2004;Industrial;Venta;Barcelona;106;600596;23/11/2004;Luisa
299;23/4/2004;Industrial;Venta;Girona;45;307170;16/4/2005;Joaquín
300;23/4/2004;Suelo;Alquiler;Tarragona;85;683230;6/2/2005;Carmen
301;24/4/2004;Casa;Alquiler;Tarragona;178;1458176;12/2/2005;Carmen
302;24/4/2004;Industrial;Alquiler;Girona;211;1171894;22/3/2005;Pedro
303;25/4/2004;Oficina;Venta;Girona;209;1728221;30/8/2004;Carmen
304;26/4/2004;Casa;Alquiler;Barcelona;298;2612566;16/2/2005;Pedro
305;27/4/2004;Oficina;Venta;Girona;249;1150380;18/11/2004;Joaquín
306;27/4/2004;Piso;Venta;Lleida;142;1055912;28/9/2004;Jesús
307;27/4/2004;Industrial;Venta;Lleida;196;1645616;14/4/2005;Carmen
308;28/4/2004;Suelo;Alquiler;Barcelona;228;1521216;16/3/2005;Carmen
309;28/4/2004;Piso;Alquiler;Lleida;237;1763517;6/9/2004;Luisa
310;28/4/2004;Industrial;Venta;Lleida;121;792792;23/9/2004;Pedro
311;28/4/2004;Suelo;Venta;Lleida;61;605425;29/12/2004;Carmen
312;29/4/2004;Industrial;Venta;Girona;189;1579284;7/1/2005;Luisa
313;30/4/2004;Local;Alquiler;Barcelona;91;391391;13/2/2005;Luisa
314;30/4/2004;Suelo;Alquiler;Tarragona;230;1386900;21/3/2005;Joaquín
315;1/5/2004;Casa;Alquiler;Barcelona;251;2439971;14/2/2005;Joaquín
316;2/5/2004;Industrial;Alquiler;Barcelona;261;2571111;7/2/2005;Carmen
317;2/5/2004;Parking;Alquiler;Barcelona;251;1754992;26/8/2004;Jesús
318;2/5/2004;Suelo;Alquiler;Lleida;46;440772;17/11/2004;Jesús
319;2/5/2004;Piso;Venta;Tarragona;123;961368;4/9/2004;Luisa
320;2/5/2004;Industrial;Alquiler;Girona;277;2456159;4/8/2004;María
321;3/5/2004;Industrial;Alquiler;Girona;190;977740;12/8/2004;Pedro
322;3/5/2004;Suelo;Venta;Barcelona;42;255906;9/11/2004;María
323;3/5/2004;Parking;Venta;Barcelona;237;1592166;15/10/2004;María
324;4/5/2004;Suelo;Alquiler;Barcelona;155;876060;31/12/2004;Carmen
325;4/5/2004;Piso;Venta;Girona;60;332400;30/8/2004;Joaquín
326;4/5/2004;Industrial;Alquiler;Barcelona;179;1227224;8/10/2004;Luisa
327;4/5/2004;Suelo;Venta;Tarragona;180;1022040;28/3/2005;Jesús
328;4/5/2004;Suelo;Venta;Barcelona;273;1369368;17/4/2005;Jesús
329;4/5/2004;Industrial;Venta;Lleida;285;1922325;11/11/2004;María
330;5/5/2004;Parking;Alquiler;Girona;125;1189250;26/10/2004;Pedro
331;5/5/2004;Parking;Alquiler;Barcelona;205;990355;8/12/2004;Luisa
332;6/5/2004;Local;Alquiler;Girona;138;877680;31/3/2005;Luisa
333;6/5/2004;Piso;Venta;Barcelona;110;803000;25/8/2004;Jesús
334;7/5/2004;Industrial;Alquiler;Tarragona;242;2110966;22/1/2005;Pedro
335;7/5/2004;Piso;Venta;Lleida;148;634920;27/4/2005;Joaquín
336;7/5/2004;Local;Alquiler;Tarragona;227;1394461;28/1/2005;María
337;8/5/2004;Oficina;Venta;Girona;102;413610;15/9/2004;Pedro
338;8/5/2004;Oficina;Alquiler;Barcelona;41;361661;28/1/2005;Carmen
339;9/5/2004;Suelo;Alquiler;Girona;75;683175;4/9/2004;Joaquín
340;10/5/2004;Suelo;Venta;Lleida;99;783783;1/12/2004;Jesús
341;10/5/2004;Casa;Venta;Tarragona;229;1990697;2/11/2004;Pedro
342;10/5/2004;Local;Alquiler;Lleida;259;1992228;21/12/2004;Pedro
